epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
157,2137.19,0.8838,0.51584,0.94574,0.87977,0.79008,0.85804,0.6441,0.95533,0.57587,1.03244,0.000175178,0.000175178,0.000175178
158,2150.69,0.88294,0.51759,0.94872,0.87568,0.79383,0.85795,0.64072,0.97604,0.58752,1.03936,0.000171372,0.000171372,0.000171372
159,2164.29,0.87757,0.51363,0.94287,0.91531,0.77796,0.85751,0.64198,0.96335,0.57753,1.04119,0.000167565,0.000167565,0.000167565
160,2178.02,0.87036,0.50874,0.93451,0.88113,0.80022,0.85597,0.63705,0.98041,0.58128,1.05084,0.000163759,0.000163759,0.000163759
161,2191.44,0.85884,0.5035,0.93691,0.91043,0.78131,0.86223,0.63679,0.97963,0.56448,1.04892,0.000159952,0.000159952,0.000159952
162,2204.93,0.85939,0.49998,0.94216,0.87891,0.80436,0.86048,0.6398,0.96802,0.57024,1.0457,0.000156145,0.000156145,0.000156145
163,2218.46,0.84827,0.49898,0.93847,0.86355,0.82239,0.86033,0.63723,0.96078,0.56801,1.04823,0.000152339,0.000152339,0.000152339
164,2232.24,0.85588,0.50406,0.94203,0.91116,0.8001,0.85827,0.63716,0.98262,0.56929,1.05601,0.000148532,0.000148532,0.000148532
165,2245.72,0.87862,0.5098,0.94417,0.88987,0.80616,0.85533,0.63756,0.96836,0.55841,1.05379,0.000144726,0.000144726,0.000144726
166,2259.52,0.85705,0.49752,0.94376,0.832,0.82838,0.85241,0.63251,0.96835,0.57268,1.05691,0.000140919,0.000140919,0.000140919
167,2273.13,0.84718,0.49825,0.92843,0.81917,0.85384,0.85857,0.63852,0.97802,0.57244,1.05865,0.000137113,0.000137113,0.000137113
168,2286.93,0.8411,0.48667,0.93551,0.87563,0.80538,0.85656,0.64101,0.99605,0.58535,1.0666,0.000133306,0.000133306,0.000133306
169,2300.6,0.83784,0.49944,0.94362,0.85492,0.80741,0.85671,0.6337,0.98009,0.58482,1.06174,0.0001295,0.0001295,0.0001295
170,2314.45,0.82419,0.48809,0.93102,0.87553,0.8034,0.85622,0.62827,0.97674,0.58629,1.05434,0.000125693,0.000125693,0.000125693
171,2328.73,0.85536,0.49325,0.93138,0.85374,0.83966,0.85912,0.63417,0.97165,0.57354,1.04982,0.000121887,0.000121887,0.000121887
172,2342.79,0.81742,0.48655,0.93132,0.8788,0.80314,0.8547,0.63258,0.96581,0.56611,1.04827,0.00011808,0.00011808,0.00011808
173,2356.95,0.80901,0.47976,0.9254,0.88595,0.78935,0.85799,0.63416,0.96458,0.55904,1.04632,0.000114273,0.000114273,0.000114273
174,2370.94,0.8531,0.49555,0.93912,0.86179,0.8231,0.86561,0.63635,0.97284,0.55609,1.04808,0.000110467,0.000110467,0.000110467
175,2384.47,0.83805,0.48755,0.93146,0.8986,0.78842,0.8593,0.63682,0.98252,0.57851,1.05987,0.00010666,0.00010666,0.00010666
